q36	150	3.8461538461538463	5.482079095759798	4.721013421504436	4.908966230031655	4.971742940015593	5.463632641035024	5.262470311838215	5.387936548716376	5.85327131510579	6.233051017894681	6.597566255364213	7.149930013723033	7.577072699465287	7.927495150341581	8.1628310103536	8.427281944881612	8.69743397010683	8.82284236029807	9.0803529750413	9.399220383699177	9.735954280371917	10.040231496438453	10.617801148155639	11.08961551380857	11.453711895342465	12.103414116834967	12.948482751334254	13.758018165013837	14.11475100445636	14.203644703362434	13.905550839831712	13.670156233509873	13.409881602505283	13.161366032520553	12.891890552760577	12.637267529294679	12.451742826813952	12.426668550863285	12.30534454840142	12.2402052350768	12.265780487627662
q37	97	4.041666666666667	5.915999464408277	7.240937562869851	7.745038021696259	8.103339275599911	7.415474305968643	7.427350770666378	6.702736613593158	5.311149928628365	4.660519267044176	4.110152612713464	4.113419529982573	3.714181239483898	3.709399650874463	3.523139817986023	3.419274950664236	3.421442880449562	3.4697360262880985	3.7454510297394514	4.0920768573641215	4.51177951319436	4.877755371485147	5.4379961757491815	6.091057451711182	5.715415607157685	5.082016827971769	5.18541841531995	5.253791880919082	4.1948460858927135	3.203281126960944	2.9050051879455068	2.868002760728133	2.8055688572901074	2.948617509555251	3.01357913852761	3.035698157566256	3.033720770991801	3.0722165263867494	3.129595379456869	3.1715960093973	3.191190059846899
q38	63	4.846153846153846	6.570311772963657	7.341811714348402	7.5421169130853665	7.287808718362451	8.232836885578982	8.280335783765041	8.162064467230103	7.56952468262985	6.816841586718151	6.486472461157529	6.112120318480745	5.93446074157917	5.995491792683875	6.457723904383582	7.14102339091207	7.560800455647376	7.420696999441673	6.962338732505082	6.266988454182094	5.263393512782832	3.970365174106353	2.939618805870467	2.244209583579897	1.8962592078004512	2.0424758946634074	1.6834851553213424	1.7118442490602068	2.0301245694693306	2.3074197925247293	2.4179199292064486	2.574652048638167	2.680649305924961	2.69194694238955	2.794272116251669	2.810443681474842	2.9082286712166066	2.9629715794552385	3.053619968386609	3.117779518570803	3.1918413829409737
q39	340	3.3333333333333335	-12.504298810092456	-13.45215636452702	-13.794696964378339	-14.758539175380509	-14.840506506009302	-15.128339119077758	-15.234322904503104	-15.20621479915055	-14.91294992707922	-14.751914848419583	-14.45366105452919	-14.37788934591917	-14.31296766422787	-14.209747628902631	-14.22915843164778	-14.196702407673301	-14.105155490678943	-14.057498304767568	-14.105582465262975	-14.170167662105207	-14.095523501452337	-13.985975509612768	-14.034535118444115	-14.091303301542014	-13.688461607443296	-12.903495700599118	-12.404216151447383	-12.165600267020123	-12.05950598260836	-12.140015371325173	-12.264553505323203	-12.434018660181009	-12.613222629083763	-12.776770748742031	-12.947713360131505	-13.109580079349692	-13.221710895244128	-13.27242483377947	-13.29669159505246	-13.3265137299925
q40	464	4.594059405940594	0.4894942007961035	1.0003130695879898	0.9987087468683231	0.45265424551200806	1.662147116713643	1.493574725659774	0.8503138845056434	0.27300760538278585	-0.6386825891244684	-1.1746060143999832	-1.2206340688686277	-1.424540278597639	-1.177240886440965	-0.7245169879506931	0.3258143136622819	1.0629773991975122	0.63963974468723	-0.08297810764786312	-0.6217348500191248	-1.783381985562028	-3.66810159406561	-5.265030038042166	-6.530878673613017	-6.996637500418085	-6.825497392670299	-6.028355463016416	-5.272460712028967	-4.847031812985288	-4.512584999827605	-4.348012007177774	-4.395639356753676	-4.3130931491720546	-4.381143797043234	-4.423538815324639	-4.417840100958518	-4.443188090480836	-4.39516990590204	-4.395766679353459	-4.312687394727025	-4.277510809829113
q41	601	3.6424242424242426	0.5004154774179242	0.6553015603050316	0.4438751111861769	-0.20862381692797738	-0.0019636319164480828	-0.34614282516102435	-0.17172180432496928	1.0214905579689662	2.0235543703521137	3.1509605738063557	2.8929709833547315	1.7235986244904322	1.3590379678908708	1.4266058207777557	2.1865942723209244	2.5857493966946827	1.6651330061685845	0.19274500365696157	-1.0502692010142594	-1.9463412877703237	-2.3683283702345364	-2.4338692901354375	-1.9614726750837304	-1.6056315641527412	-2.619672679321088	-3.9400438962062356	-4.395589963191676	-4.511827452199889	-4.387077009045938	-4.2156319833851565	-4.297373351918875	-4.366589886793533	-4.365934582310155	-4.291528604575998	-4.445069308564372	-4.4689632937056745	-4.453595594293282	-4.39102471439708	-4.345576660906567	-4.280534614830072
q42	335	2.106918238993711	0.17202102841661826	0.6510541107905953	0.7616473195823602	0.3293608676786202	1.264603346633243	1.0747420087284179	0.3355948534179988	-0.4843804656070806	-1.2413418934479579	-1.69500999435863	-1.61030370995772	-1.7933648631347292	-1.5405281872030532	-1.056172189071258	-0.7243009531470873	-1.2714240671964112	-2.423765900471859	-3.3571426436738983	-4.215298484216872	-4.889909618103814	-5.297339596438948	-5.5266288976075435	-5.45922078309134	-5.461714829897855	-5.366879126298265	-5.579192540503828	-5.658756746592859	-5.314749271053435	-5.05793115771132	-4.89180871505104	-4.9283673347543	-4.930053749283375	-4.9130897375697895	-5.00503036863814	-4.984073983604755	-5.038885472962926	-5.004514712951014	-4.940877076422078	-4.8712191463913825	-4.83260363539779
q43	641	2.3394160583941606	1.8464125608958346	0.5158897813448989	0.3520342184628742	0.40246314850890386	0.713044115758038	0.333931287116084	0.6524337581201467	1.3027926596773953	1.803026557398943	2.2405641078489675	2.8773155454826735	3.220463063266992	3.689015185065185	4.08562212390742	4.412414687467222	4.750973675740972	5.042384882342843	5.420089789065828	5.7128440170524435	6.006866403326782	6.350230098701081	6.75002303053509	7.045616754967647	7.33634935657135	8.083308821233736	9.286674099212059	10.212814500052385	10.882727874299352	11.414303318945251	11.661842972353792	11.796895414960058	11.868922833431977	11.889547791933671	11.803677869054043	11.647511577130835	11.457600850879821	11.33778517423764	11.209771225444777	11.119885523904822	11.09497970031619
q44	95	8.636363636363637	5.77908422778041	7.743804338944983	8.290907526509706	8.572143407574922	7.738893981641155	9.485063832328139	9.978870633351935	9.765017016911868	9.614793868482904	8.973604983263694	7.992004875222023	7.770994731992046	7.118867439047991	7.246088094143022	6.897110289578153	6.9385313999725815	7.2280173714394955	7.495685232178381	7.992679605156823	8.873410661216928	9.527715695859028	9.320632400378436	8.623678368546656	8.619963943319668	8.491152225800766	6.8461005786726075	4.9737608590493965	3.794049276237026	3.1632918675424753	2.935169279970126	2.7447118069941374	2.7253318794614363	2.884201579947919	2.871235116704926	2.912451142172898	3.029706459358493	3.1199025563555316	3.1314832993441115	3.1833893709078462	3.219136562094997
q45	213	6.454545454545454	3.2003831025242513	4.568127200880981	5.02844219573554	5.384582863318439	4.717163015628565	5.750598355456455	6.292694222076631	5.720476620302652	4.633632395229773	4.226829774209926	3.4113536826723156	3.2146321291097544	2.836620784498741	2.8113735195911755	2.8131305672679705	2.910534413595506	3.3743227426856186	3.903657444404265	4.555609077698097	5.482182580284098	6.2403013442150685	6.1299754074874135	5.2286441323554005	5.102489634917436	5.428267392891576	4.234139843919385	2.6390318761570506	1.5079307440757281	0.8441936699086293	0.46028330318894883	0.3056140330404038	0.238149123597593	0.27019274244212554	0.3099835360409567	0.29519412545051976	0.3351198390466831	0.37390291928597896	0.41876143814699424	0.4995917630749688	0.5379158243263997
q46	117	5.571428571428571	4.101152881792511	5.0001971830134995	5.209143758479337	5.516749552011519	5.585760317269854	5.717408353234745	4.769749790711745	3.621804574625947	2.948598219165553	2.711119660032958	3.199565490821798	3.527009956414673	3.3449994862713353	2.7345812733852526	1.8425402601808725	1.2752691900313338	0.811097134641088	0.3560366997856647	-0.019692518187760483	-0.4566610165654494	-0.8681603625523275	-0.6600121428416184	-0.26769808702574105	-0.7224380744836422	-1.5404915388926015	-1.1448833517721704	-0.7254528313018943	-0.24064362238592973	0.09799468164191898	0.2803846747140227	0.4001143352737538	0.43354886091805866	0.5850190146023047	0.6110534818419919	0.6263386738987934	0.6109495503677361	0.661886951673388	0.7470483394190371	0.725038596984209	0.7459082906211446
q47	161	9.470588235294118	3.011390974345647	4.649355626922227	5.214461161688231	5.4795104623276725	4.842134306878496	5.384270196913922	6.22244820629228	6.705796071544026	6.917325155560569	7.0966515195346735	6.585661867617854	7.016205999110377	6.861710401960414	6.241255077260519	5.028249258480596	3.676725004120164	2.800721017702691	2.1555710513292228	1.6553075621072162	1.2663861080138152	0.9887681583678056	1.1357281412507556	1.6502706589015437	1.4830982347919646	0.3635086009966277	-0.39229888360555587	-0.27024519466501495	-0.0320165194155691	-0.030732808545731377	0.13007516552523937	0.3373975766575444	0.3333201314412681	0.37998360713762214	0.407608782272885	0.40133511100301217	0.4568410379102035	0.4994106342092905	0.5286508370612119	0.61180105232632	0.6560729133817413
q48	172	1.1466666666666667	1.1837725272510158	0.14870095149866042	0.09812078121846816	0.2517571611252627	0.797291309489299	0.4646377102543524	0.5329694143611992	0.9427665450576025	1.2666276693918708	1.5844128191467248	2.101411519560233	2.461731082305515	2.9427630554505546	3.3115956441192633	3.6290217023115585	3.8616147877172744	4.146520752125678	4.3526052906032975	4.456193625910168	4.629068816002179	4.755069658810208	4.918900727707544	4.87809917088681	4.888098626956343	5.301251107735324	6.115794124075737	6.613872787216047	6.944008476669656	7.055193947376987	6.860147499231693	6.760637737454931	6.6970986325338036	6.528101238653974	6.317926124584538	6.108258339344573	5.9304825346007854	5.893535087501772	5.855124325586913	5.868153538742652	5.830227256138741
q49	238	2.8674698795180724	0.32298129284979504	0.8110174782898328	1.0914088215699886	1.1435193071912124	1.2999622484871618	0.4057528809764063	-0.5960255894678371	-1.7830225506923747	-2.8111424618732177	-3.2327829294822483	-3.625962495384829	-3.8176158650052083	-4.096749550185612	-4.344969975829245	-4.523345575785599	-4.610597441463986	-4.592952412839954	-4.346672039509166	-4.138965003283489	-3.6661253889522594	-2.650733656636499	-1.679477060495771	-1.1665727828779222	-1.8139407651586366	-2.442548255569793	-2.3263095891400916	-2.4942649114891307	-3.7600743666188703	-4.833333312195138	-5.187991475330924	-5.292017659794999	-5.354376612220427	-5.4243862716945435	-5.427966396971576	-5.415989761339261	-5.49611808911715	-5.418384039942071	-5.406172453425543	-5.310586707100872	-5.265589593055446
q50	506	2.9590643274853803	-0.2492081676781669	-0.011567557481412246	0.22362675829535103	-0.2561547703152543	-0.36333733062900797	-1.211536010297988	-2.519634325951012	-3.4395048478698764	-4.2187650674448705	-4.617653696366723	-4.660428674699101	-4.933591063588561	-5.058550594062577	-5.175995795159837	-5.20239215167671	-5.1303156618266	-4.702968473978053	-4.018518550836591	-3.1543519836123144	-2.7339210511137635	-3.4047769127062963	-4.116864004139792	-4.580703746197084	-4.5169454172066885	-4.365806423708138	-5.155834319659498	-5.204720446656982	-4.972436364077535	-4.783130233321304	-4.661691923276287	-4.66953061847598	-4.6755664375393895	-4.695597125134756	-4.7153461773142675	-4.737360115164614	-4.752931336217675	-4.74753455684746	-4.683878133325798	-4.5998626775302585	-4.52781753844266
q51	203	4.413043478260869	1.1321434566027833	1.7137818794504276	1.6793440548891094	1.5668645179435803	1.1818692323857194	1.6088203574711666	2.078775723157285	2.796059469916405	3.2189620920709983	3.296754252519854	3.071399015296769	2.958914333630898	2.768844343215505	2.480337984921793	2.142152879887055	1.9616764784134773	1.4796931007159246	0.7531078886124447	0.0393495501927015	-0.521919884510682	-0.8390729080318141	-0.8292437328357597	-0.618364043898199	-0.48439824009311283	-0.9444638962392848	-1.418669203320299	-1.3339398135259852	-1.0664870416560508	-0.9800332784248729	-0.882743562891025	-0.8125149529421656	-0.7709040089831156	-0.8219519271217693	-0.7174858097599583	-0.6890179453707611	-0.6641141980215747	-0.6451879687453026	-0.6100120382552802	-0.6151069196143812	-0.6476729913767104
q52	218	4.739130434782608	-7.939179793990314	-10.493497957309492	-11.90907834843841	-12.283934592432947	-11.478093898088687	-13.071837242793594	-13.661723644682478	-12.99328471894711	-12.705216249524053	-12.928644652523431	-12.251629373582395	-12.497566263307409	-11.950098513084937	-11.821837662088821	-11.517716245341951	-11.34617462665746	-11.20867189910658	-11.04604728672907	-10.884183842426816	-10.8834882484399	-10.871089134101869	-10.827583221852393	-10.882301161433352	-10.903189545785306	-10.421770862813268	-9.39831063559264	-8.62770015794893	-8.235901916572441	-7.939274832351105	-7.851629501541773	-7.909699188469515	-7.954105986488028	-8.030274291302186	-8.118103919308433	-8.240221980833004	-8.344169901987055	-8.413511273711265	-8.450587804513075	-8.49964187365435	-8.549357164254605
q53	92	6.571428571428571	7.224095813455107	6.131525876570345	5.9905216171996125	6.119614313987126	6.903570793212169	6.624308296626191	6.758060725294182	7.538267405039149	8.238735377246297	8.678411913223622	9.524227749132468	9.726069287721861	10.332622778120266	10.709484898580973	11.199368762480237	11.48775908627097	11.940000721800313	12.410511278200406	12.844170101122454	13.127005115770872	13.29724566920002	13.46620111913619	13.7878036150788	13.994432191421163	14.888763818476782	15.882667270564498	16.770883534304335	17.68301730931623	18.23554236986097	18.63743250530587	19.07014434742786	19.39033262594326	19.781205438180983	20.230305035950376	20.84469574223337	21.31693440230415	21.559616829171393	21.38757115105884	21.11876281705674	20.92019035387738
q54	40	20.0	3.1138862722923077	5.757958762111511	6.36278149718497	9.12280740786557	10.594612325237303	10.085912233171051	8.365010996361898	11.628369119012708	12.392810307944979	11.606166488328887	11.380778499109244	12.374470318348553	11.88888784756753	8.823919256441783	8.88983086203843	7.0407017592506715	6.61114616917491	5.549389054866364	5.1862641260709195	4.235767124515836	4.451759933340787	4.512005759525971	5.068928280555065	5.346942409954582	3.9161794376291126	2.732575154134465	2.219752654058417	2.5996786880245	2.5228010026678716	2.8212397553847697	2.830624316451438	2.8824468683189974	2.8883258314112816	2.955364171627523	3.0231626586940665	3.1189676477705937	2.947335852465732	3.0707249007460864	3.3238735610462364	3.408451531421033
q55	595	2.9310344827586206	2.3026379754982047	1.000369074208341	0.8130050003508038	0.8480424886828309	1.2875869438592134	1.0366693028457479	1.1380350106886012	1.6030904991678647	1.993665511394612	2.4879787321954776	3.1375519726575662	3.377348294540428	3.907923404918337	4.299072321103558	4.670002995601142	4.939118188744932	5.342096292874289	5.671089150183488	5.976178005519032	6.223311614650175	6.602126818269444	6.981582005810256	7.090073522687124	7.3267742118842385	8.14322528805638	9.299804303080938	10.176532143939367	10.827403327528733	11.391471364419754	11.784503539689803	12.119027534483216	12.45182053970573	12.79943357764278	13.10513968539285	13.493677977366763	13.799103135081193	13.861857920825436	13.753797292569732	13.55310527218528	13.446413588260706
q56	287	5.218181818181818	3.8377644332595526	2.834995374471535	2.8691777832298286	2.8608531404742057	3.1952132475820956	2.9995305546015953	3.240237559891712	3.7478608587714484	4.25507852095104	4.751878469937133	5.343321228941049	5.7402611226667135	6.284821196176384	6.6849812304429355	7.04828219674817	7.375008848523151	7.832326898487184	8.252346337301589	8.491900200063471	8.747029832705312	9.124744802055455	9.521086507786471	9.831377060449196	10.055404672057133	10.823519572629131	12.072627251503233	13.04888357610449	13.636635620764327	14.204561002179748	14.561034045970091	14.899638429226778	15.27871211243138	15.658561395825918	16.04036443651855	16.597100815229386	17.087194842399317	17.21411191919488	17.150543080099002	16.90495151552378	16.65140808176643
q57	188	1.3146853146853146	0.9058488930756398	1.060789335806563	1.1890610712365133	1.1173104655739314	1.5546113849614087	1.5719656598824798	1.0927475520719356	0.3780679483949032	-0.4564007191726583	-0.910886160317042	-0.9743026179178503	-1.0648188916351957	-1.1002866051018745	-1.070401296829885	-1.0052604534131866	-0.8341442653728826	-0.4171478611942614	0.0027382921880080976	0.3885831244864991	0.6319806438502439	0.8069103621432399	0.9281569612133821	0.8064410038716617	0.7565226075063545	1.1335806591300501	1.3040808994844195	1.2816804349452526	1.3127450248153991	1.3112825331914522	1.3191113158968244	1.3518211386425505	1.2955677217942472	1.2746191713134292	1.288931572433569	1.2658307175111856	1.1561824315413003	1.1706885977500743	1.1663399255932672	1.2184624497089445	1.200164350951311
q58	670	4.036144578313253	0.42052776712619966	1.676462390304102	2.0383768898195145	2.2901148793405257	1.57584682513966	3.1991755673371576	3.607477685494926	2.329663482393303	0.8718113521698158	0.2375268785259441	-0.49391007508318246	-0.3978308821704787	-0.8606113425073465	-0.9615903406051879	-1.2620104477146976	-1.2542176663548708	-1.016247849053593	-0.6955252100732647	-0.145042444484847	0.7473207964888596	2.1243384121415043	2.6728546578423193	1.4135700817215977	1.0564618265740755	1.5420541082660075	0.4165606001040863	-1.3881370308701013	-2.576696193914452	-3.294185587718184	-3.6635928786501193	-3.8086024711151034	-3.828153948036379	-3.9302397243787417	-3.923035475495741	-3.9864055115640453	-3.9761960255628717	-3.977043992037193	-3.9005876847195617	-3.8739188960884476	-3.797785094412215
q59	207	2.835616438356164	3.516522568722502	2.38776198593588	2.366848624021909	2.3105615920950338	2.6543492622043607	2.409472245372343	2.5616274691048075	3.271347775487027	3.9300146541534637	4.39999442915781	5.068006498402646	5.486235081746566	6.0721854381834275	6.410708907575053	6.777965288645064	7.1692250613714625	7.7766961468520766	8.27914341264746	8.673842698846897	8.96460847444693	9.503262014777409	9.921380969370878	10.18496390869503	10.586871138133203	11.593011598046116	12.974982322984054	13.906753265574231	14.520391990423676	14.668458426645431	14.473281117570263	14.183429337356861	13.91839489741368	13.606214977190257	13.252812408182857	12.964319094086912	12.766463004881452	12.591895534882296	12.491436515608322	12.367962358367683	12.355197284316754
q60	366	1.4409448818897639	0.5017816250364602	1.6024595060454878	1.7577887983264928	1.8934245804588838	0.9779885193551701	1.9706380070595966	2.6516891097505852	3.0265999406819124	2.64890980307693	1.9359643833459708	0.9810186119181817	0.8117383635680949	0.45456550669254864	0.49967515955500547	0.6004691378401176	1.1026303418585381	1.866639233604131	2.197785702607882	1.5974662282455196	0.45819043540475385	-0.42912913089571486	-0.9122703925007948	-0.9818017417210562	-0.7797623691427389	-1.2042669510790345	-2.3603800944141575	-3.337081888176793	-3.817528186815791	-3.925106619957965	-4.080479072351116	-4.1603553629347765	-4.1820932670331565	-4.190378159317123	-4.203503402868321	-4.275810381702216	-4.290321403405985	-4.253649188138181	-4.210212374122526	-4.164127635759385	-4.092823847824883
q61	163	3.5434782608695654	-0.41733598982244563	-1.618538040323041	-1.719046670947735	-1.4911444174035	-0.9421466145564894	-0.7048201643711469	0.28515330926077637	1.1107365714550677	1.2729902629525998	1.1071652219500616	0.9067369734661154	0.6416812106392511	0.7293749038251742	0.9427273545004604	1.2031426996210266	1.754219088268405	2.547301598932805	3.4489682696368766	3.569117470697301	2.7222504209145195	2.107159569311797	1.6991445481744791	1.6137801986168583	2.1014907438777497	2.273853743588548	1.535184004878143	0.4560536462894873	-0.4924607961195444	-1.283551226433005	-2.063660344650163	-2.5500198242641137	-2.946220492339924	-3.1757180526125266	-3.3513139293448773	-3.451641560983317	-3.4838431872734525	-3.5397780665345318	-3.493681618369521	-3.430770204891536	-3.4075546149337335
q62	525	7.0	0.3106231794483697	1.678529447731303	2.1004191217630814	2.3022237263908716	0.8894455766309616	1.4625318385188792	2.17320878670791	2.3541062337419487	3.6669493754965914	4.388219690978135	3.824168155183919	3.5765782210557955	2.6782027344170816	2.2354943287253604	1.8267261816236167	1.8799403541329218	2.10711857654863	2.7768188732256207	3.943359053213249	4.469323664151914	3.8109747210559877	2.530926174220897	2.2794311036024464	2.6412057874052337	1.6677298045094442	0.12450990089740469	-0.997261325877692	-2.0476385947159095	-2.8321486132835707	-3.21805852722116	-3.582691896889553	-3.5649420996675203	-3.6456650213262947	-3.728347141132865	-3.7864423724377403	-3.787326857264532	-3.772401118636673	-3.718036247301635	-3.6787546524360373	-3.6381001830338726
q63	309	4.904761904761905	-10.522132762541123	-13.66722856498757	-15.051947941613891	-15.170198774047659	-15.31745891671699	-16.781613646451824	-16.70000180307844	-16.07232986046241	-15.953939520253343	-16.01279671451881	-15.562431171095282	-15.665791408062352	-15.236906134428882	-15.202268592251775	-15.129117120843345	-15.1800420460266	-15.111491954933715	-15.085761880755957	-15.091182965396937	-15.136417589331023	-15.120629720125127	-15.017699470925065	-15.055465978718669	-15.117128592492588	-14.658768479564108	-13.833442709221819	-13.21390316363063	-12.818154247664479	-12.587265472055707	-12.582678787658015	-12.669969716273474	-12.805332525146616	-12.973998802849193	-13.130764201032692	-13.303461045969406	-13.481281696604334	-13.591833102659159	-13.638987624910277	-13.665827749292	-13.694023101207174
